Id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_202,feature_203,feature_204,feature_205,feature_206,feature_207,feature_208,feature_209,feature_210,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_221,feature_222,feature_223,feature_224,feature_225,feature_226,feature_227,feature_228,feature_229,feature_230,feature_231,feature_232,feature_233,feature_234,feature_235,feature_236,feature_237,feature_238,feature_239,feature_240,feature_241,feature_242,feature_243,feature_244,feature_245,feature_246,feature_247,feature_248,feature_249,feature_250,feature_251,feature_252,feature_253,feature_254,feature_255,feature_256,feature_257,feature_258,feature_259,feature_260,feature_261,feature_262,feature_263,feature_264,feature_265,feature_266,feature_267,feature_268,feature_269,feature_270,feature_271,feature_272,feature_273,feature_274,feature_275,feature_276,feature_277,feature_278,feature_279,feature_280,feature_281,feature_282,feature_283,feature_284,feature_285,Energy_consumption
2293,1,2,MT,A,2,1,0,1,0,20,0,-2,1,7,7,-2,4,2,1,4,8,3,5,0,0,42,1,2,1,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,1,4,21,3,1,-2,-2,-2,-2,1,1,4,1,1,5,-2,-2,14,7,0,-2,-2,0,-2,-2,1,15,1,2,2,1,1,1,1,0,0,0,0,1,7,2,3,1,2,10,2,3,2,1,5,10,3,2,1,1,3,3,1,5,2,2,1,1,0,0,1,1,0,0,1,0,3,1,2,0,1,1,1,-2,3,1,3,1,1,3,68,68,67,0,-2,-2,1,0,-2,0,-2,1,1,0,3,1,1,3,-2,-2,-2,74,76,74,1,0,-2,-2,5,0,0,1,1,12,1,-2,3,3,0,-2,4,45,2,4,0,0,1,0,0,-2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,-2,-2,-9,-9,-9,1,43,0,0,1,5,5,2,3,5,5,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,3264,3264,3264,0,0,2828.1743031213177,875,1187,0,VC,5A,5380,5185,2500,1064.022447632132,0.09724613241208567,0.8874682043926939,9.72655816385681,17.19311621045675,3.0146301047746564,107.61159766588987,54.00836252675933,53.603235139130575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,3168.4534535472985
2294,2,3,MT,A,3,1,0,0,-2,20,1,2,1,5,5,-2,3,2,1,3,6,3,5,1,1,30,2,2,2,2,1,0,-2,-2,-2,1,0,-2,1,0,0,1,4,21,5,1,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,3,0,0,-2,-2,0,-2,-2,1,35,1,23,4,1,1,1,0,0,1,0,0,1,0,-2,5,1,1,3,2,2,5,1,1,3,3,3,3,2,5,5,2,1,3,4,2,0,0,0,1,0,0,0,1,1,0,1,3,0,1,1,1,-2,3,1,1,1,1,1,72,72,72,1,1,5,1,-2,0,1,5,1,1,0,1,1,1,3,-2,-2,-2,70,70,70,1,-2,0,-2,0,1,0,0,0,-2,1,-2,41,2,0,-2,3,10,4,2,0,0,1,0,0,-2,0,0,0,1,0,0,1,0,1,-2,0,1,1,0,0,1,1,-2,-2,-9,-9,-9,1,60,1,0,4,4,3,3,0,4,8,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,3867,3867,3867,400,400,3464.3654330655004,1125,1009,46,VC,5A,5898,5631,2550,1156.2370651532162,0.10891566830153596,0.8707418696178152,9.473718219585386,17.407057701763335,1.0502582300505254,189.9471750874953,143.07084391183832,43.565100367025444,0.8866902353333973,2.42454057329812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1592.172027530114
2295,1,2,MT,A,5,-2,-2,-2,-2,-2,-2,-2,2,5,5,0,1,1,0,3,4,7,-2,0,2,20,2,2,1,4,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,3,22,1,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,21,3,0,-2,-2,0,-2,-2,1,14,1,2,2,1,0,1,0,0,0,0,1,0,-2,-2,-2,0,-2,-2,-2,-2,-2,0,-2,-2,-2,1,3,2,3,3,-2,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-2,1,-2,5,5,2,0,-2,5,73,70,73,0,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,1,1,1,70,70,68,-2,-2,-2,-2,0,1,-2,-2,0,-2,5,1,2,1,0,-2,1,2,0,1,0,1,-2,-2,1,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,2,-2,-2,-2,0,-2,-2,1,60,0,1,1,1,2,2,0,3,1,0,-2,-2,-2,-2,-2,-2,3,0,3,0,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,136,544,544,408,0,4216.514086323736,834,1036,24,VC,5A,5533,5353,2437,1067.7703135752938,0.09724613241208567,0.8728812845308811,9.716833550615599,17.19311621045675,3.0146301047746564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,5,-2,-2,-2,950.6781904605497
2296,3,5,MT,A,3,1,1,1,0,20,0,-2,1,3,6,-2,3,1,1,5,8,1,5,0,0,30,1,1,2,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,3,22,41,0,1,-2,3,4,0,-2,-2,-2,1,5,-2,-2,7,0,0,-2,-2,0,-2,-2,1,7,1,23,4,0,1,0,0,0,1,0,0,1,2,1,2,0,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,2,2,1,3,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,-2,3,1,3,1,1,1,74,74,74,0,-2,-2,1,0,-2,1,4,1,1,0,2,1,0,1,-2,-2,-2,76,76,76,1,0,-2,-2,0,0,0,0,0,-2,1,-2,3,2,0,-2,1,4,0,1,0,0,1,0,0,-2,0,0,0,0,0,0,-2,0,-2,-2,0,1,0,0,0,1,1,-2,-2,1,1,0,1,76,0,0,4,4,1,1,0,5,1,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,1440,1600,1920,480,320,2404.2303081651776,1186,1226,31,MH,4A,4692,4685,1911,807.0864962635121,0.09141136446736052,1.0949914509600849,10.512306913746462,17.698796098999594,3.209122369598828,135.28667999678052,117.894209214879,17.392470781901526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1035.2000554310434
2297,2,3,MT,A,2,0,-2,1,0,10,1,2,1,7,7,-2,3,2,0,3,6,3,5,0,2,20,2,5,1,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,1,3,21,3,1,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,5,1,0,-2,-2,0,-2,-2,1,10,1,2,3,1,0,1,0,0,0,1,1,1,2,1,3,1,1,6,2,3,42,1,5,6,42,2,3,3,5,3,2,1,2,2,2,0,0,0,2,2,0,1,0,1,0,1,2,0,1,0,1,-2,3,1,3,1,1,3,68,65,58,0,-2,-2,-2,0,0,0,-2,1,1,0,3,1,1,3,-2,-2,-2,75,75,70,-2,0,0,-2,3,2,0,0,0,-2,1,-2,1,2,0,-2,2,3,0,2,4,0,2,1,0,-2,0,0,0,0,0,0,0,1,0,-2,1,1,1,1,0,1,1,-2,-2,0,-2,-2,1,74,2,0,1,2,2,2,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,2091,2091,2091,400,400,5118.695438003037,758,770,0,VC,5A,6267,6052,3000,1278.5338012746554,0.0991910550603274,0.4957607830368128,9.139191524087813,16.706885548396322,1.0697074565329423,129.5793044855152,94.10508233517531,32.694733193737676,2.7794889566022327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,977.8931040928662
2298,4,10,MT,A,2,1,0,1,0,40,1,2,1,2,2,-2,2,2,2,3,5,7,5,1,2,50,2,4,1,4,1,0,-2,-2,-2,0,-2,-2,1,1,0,2,3,21,3,0,3,21,3,4,1,1,4,3,0,-2,-2,-2,-2,-2,1,5,7,1,5,2,1,7,0,-2,1,1,1,1,0,0,1,0,0,1,2,2,41,1,1,1,2,2,2,1,5,1,2,1,3,3,3,3,-2,-2,-2,-2,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,-2,1,-2,3,1,3,1,1,3,70,65,65,1,1,5,0,0,0,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,0,1,1,0,-2,1,-2,1,3,0,-2,2,3,4,3,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,-2,-2,1,1,1,2,85,0,0,7,1,1,1,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,3400,4692,5092,1692,2025.5251245406973,318,415,18,MR,3C,2489,2039,107,387.5297275074579,0.09141136446736052,0.0,11.696764806525664,16.0067133950293,7.585198328142682,85.85919378342494,69.25752855029847,16.601665233126443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,747.7048959364555
2299,4,10,MT,A,2,1,1,0,-2,10,0,-2,1,1,8,-2,3,1,0,4,7,7,2,0,0,41,2,1,1,4,1,0,-2,-2,-2,0,-2,-2,0,0,0,1,2,22,2,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,6,1,0,-2,-2,0,-2,-2,1,7,1,23,2,0,0,1,0,0,1,0,0,1,0,-2,2,1,2,2,1,1,2,1,1,2,2,1,3,1,4,2,-2,-2,-2,-2,0,0,0,1,1,0,1,0,10,2,2,1,2,0,1,1,1,-2,3,1,1,1,1,1,70,60,70,0,-2,-2,0,-2,-2,0,-2,1,1,0,1,1,1,1,-2,-2,-2,78,83,78,0,-2,-2,0,0,0,0,0,0,-2,1,-2,3,2,0,-2,2,6,4,2,4,0,2,0,0,-2,0,0,0,0,0,0,1,1,0,-2,1,1,0,1,0,1,1,-2,-2,0,-2,-2,2,36,1,0,4,5,2,2,0,1,8,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,1410,1410,2820,1410,1410,2998.637931621345,703,565,37,MR,3C,2038,2026,92,441.10262185327593,0.09335628711560223,0.0,11.49838269640501,17.154217757491914,7.332358383871262,46.4396960411267,20.30693737029173,21.303904719780434,3.090871072585732,1.7379828784687952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,554.5664917677251
2300,2,3,MC,C,2,0,-2,0,-2,10,0,-2,1,8,8,-2,2,1,1,4,6,9,9,1,1,42,2,5,1,4,0,0,-2,-2,-2,0,-2,-2,0,0,0,1,4,1,1,0,-2,-2,-2,-2,1,1,4,1,0,-2,-2,-2,-2,-2,1,2,14,1,5,4,1,5,0,-2,1,1,0,0,1,0,0,1,0,1,7,2,1,1,2,4,2,1,1,1,2,4,1,1,1,1,3,2,-2,-2,-2,-2,1,0,0,0,1,0,1,0,1,1,1,1,2,0,1,0,1,-2,5,5,1,1,1,1,64,64,64,0,-2,-2,-2,-2,-2,1,1,1,1,0,1,1,1,1,-2,-2,-2,68,68,68,-2,-2,-2,-2,0,0,0,0,0,-2,2,-2,1,4,1,2,3,0,3,3,0,0,1,0,0,-2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-2,1,-2,0,-2,-2,2,51,0,0,1,5,3,2,1,5,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,-2,-2,-2,0,2960,2960,2960,0,0,2394.0429180841234,687,737,4,VC,5A,6709,6339,3224,1046.8059923498963,0.11086059094977767,0.9452324070454728,9.77323630741461,17.407057701763335,0.05834767944725141,0.0,0.0,0.0,0.0,0.0,0.0,172.99250639371297,0.0,37.25246492762731,6.157430612068442,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,1,1219.9620667383265
2301,3,5,MT,A,3,0,-2,0,-2,20,1,1,2,7,8,-2,3,2,1,3,6,7,9,1,1,30,2,2,2,3,0,0,-2,-2,-2,0,-2,-2,1,0,0,1,3,22,3,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,4,0,0,-2,-2,0,-2,-2,1,10,1,2,3,1,1,1,1,1,0,0,0,1,0,-2,3,1,1,5,3,3,1,1,5,5,1,4,3,1,4,4,3,1,2,3,3,0,0,4,2,1,0,0,1,1,2,1,3,1,1,1,1,-2,5,5,41,1,0,1,70,80,74,0,-2,-2,-2,-2,0,0,-2,1,1,1,41,1,0,1,-2,-2,-2,74,80,74,-2,-2,0,0,0,3,0,0,0,-2,5,-2,41,2,0,-2,2,5,2,4,0,0,1,0,1,1,-2,-2,-2,-2,-2,-2,-9,-9,-9,-2,-9,-9,-9,-9,0,1,-2,-2,-2,0,-2,-2,1,36,1,1,1,3,5,1,4,0,1,0,-2,-2,-2,-2,-2,-2,2,0,3,0,-2,-2,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,1750,1750,1750,250,250,1975.0982981722225,3602,4438,468,HH,1A-2A,543,311,9,0.01555938118593371,0.07390706063318511,4.847719700742472,14.880603181697351,17.718245325482012,8.363167387439368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,3060.919263802809
2302,3,5,MT,C,2,0,-2,0,-2,10,0,-2,2,1,8,-2,2,1,1,2,4,7,5,1,0,41,1,1,3,3,1,0,-2,-2,-2,0,-2,-2,0,0,0,1,2,22,2,0,-2,-2,-2,-2,1,2,1,41,1,5,-2,-2,21,1,0,-2,-2,0,-2,-2,1,56,1,23,2,0,1,0,0,0,0,0,1,0,-2,-2,-2,1,1,6,3,3,3,0,-2,-2,-2,3,3,2,3,4,3,2,2,3,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,-2,1,-2,10,5,2,0,-2,5,76,70,64,0,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,3,3,1,60,65,65,-2,-2,-2,0,4,0,0,0,0,-2,5,-2,2,1,0,-2,2,2,1,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-9,-2,-2,-9,-9,-9,-9,-9,-2,1,-2,-2,-2,0,-2,-2,1,32,1,1,1,2,5,2,3,0,3,0,-2,-2,-2,-2,-2,-2,2,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,1139,1518,1518,379,0,6940.847382198549,2844,3665,236,HH,1A-2A,872,493,31,7.470447891896423,0.0719621379849434,4.685124167349464,14.561635867385712,17.67934687251718,7.624096781107517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,1638.5454017089355
2303,2,3,MT,C,2,1,1,1,0,10,1,2,1,6,7,-2,4,3,0,3,7,3,5,0,1,30,2,1,1,4,1,1,4,0,-2,0,-2,-2,1,0,0,1,3,23,3,0,-2,-2,-2,-2,1,1,3,41,1,1,-2,-2,7,3,0,-2,-2,0,-2,-2,1,5,1,2,3,1,0,1,1,0,0,1,0,1,3,2,3,1,1,4,2,3,3,1,1,4,2,2,3,5,2,2,3,3,1,2,0,1,0,1,0,0,0,0,1,1,1,1,3,1,1,1,1,-2,3,1,5,1,1,1,70,70,70,0,-2,-2,1,0,0,1,12,1,1,0,2,1,1,1,-2,-2,-2,72,72,72,1,0,0,-2,4,1,0,0,1,12,1,-2,42,3,0,-2,4,30,4,2,0,0,2,0,0,-2,-8,-8,-8,-8,-8,-8,1,1,1,0,1,1,0,1,0,1,1,-2,-2,0,-2,-2,2,50,1,0,1,1,3,2,1,5,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,3520,3520,3520,400,400,2695.0047920123525,643,626,0,VC,5A,6800,6535,3252,1121.8099893566898,0.11086059094977767,0.7213718102328515,9.56901942934923,17.154217757491914,0.09724613241208567,132.23587433074854,80.01411774866409,43.3297647265882,5.31858547388179,3.5734063816145007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1673.5617890678795
2304,1,2,MT,A,2,0,-2,1,0,20,1,1,1,3,5,-2,3,1,1,4,7,3,5,0,0,41,1,2,2,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,4,22,3,0,2,22,41,4,0,-2,-2,-2,0,-2,-2,-2,-2,-2,1,1,5,1,1,1,1,3,1,23,6,0,1,1,0,0,0,0,0,0,-2,-2,-2,1,1,1,2,2,3,1,1,1,2,3,3,2,4,4,3,3,3,4,0,4,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,-2,2,1,3,1,1,3,70,65,65,0,-2,-2,-2,0,0,0,-2,1,2,-2,-2,-2,-2,-2,2,3,4,74,78,74,-2,0,0,-2,0,2,0,0,0,-2,1,-2,3,2,0,-2,1,4,4,2,0,0,1,0,0,-2,0,0,0,0,1,0,1,-2,1,-2,1,1,1,0,0,1,1,-2,-2,-9,-9,-9,1,63,1,0,2,4,2,2,0,1,5,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,957,3350,3350,2643,250,9833.059945871317,1144,1317,134,VC,5A,4953,4938,2040,940.6987923524213,0.09724613241208567,0.9592358501128132,10.117487616153396,17.484854607693006,3.072977784221908,250.77501989578454,216.93511624676216,30.287891416538553,2.6872996230755763,0.8645181171434417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1044.840648013848
2305,3,6,MT,A,2,1,1,1,0,10,0,-2,1,1,6,-2,2,1,0,3,5,2,5,0,0,41,1,1,2,4,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,3,22,5,0,2,22,5,1,0,-2,-2,-2,1,5,-2,-2,12,4,0,-2,-2,0,-2,-2,1,10,1,23,2,1,1,1,0,0,0,0,0,0,-2,-2,-2,1,1,2,2,2,41,1,1,2,41,3,2,1,4,5,1,1,2,5,2,1,0,1,1,1,0,0,1,0,0,1,0,2,0,-2,1,-2,3,1,42,1,0,1,70,70,70,1,9,3,1,0,-2,0,-2,1,1,0,42,1,0,1,-2,-2,-2,78,78,78,1,0,-2,-2,1,0,0,0,0,-2,1,-2,41,2,0,-2,2,6,4,2,0,0,1,0,0,-2,1,0,0,0,0,0,0,-2,0,-2,0,1,0,0,0,1,1,-2,1,-9,-9,-9,2,59,1,0,1,2,2,2,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,-2,-2,-2,0,1140,1140,1824,684,684,3407.2150849540367,1567,1626,139,MH,4A,4145,3856,1357,752.6169925768547,0.09141136446736052,1.4464389734973624,10.646506576475142,17.79604223141168,3.0924270107043252,104.69363021673284,74.45455635866516,28.482225229910952,0.0,1.7568486281567397,0.0,0.0,0.0,0.0,0.0,11.075362020412438,11.075362020412438,-0.3889845296483427,-0.3889845296483427,1,1,5,-2,1400.7332912636818
2306,3,7,MC,B,2,0,-2,0,-2,10,1,1,1,5,5,-2,1,2,0,3,4,1,5,1,0,30,2,1,1,4,0,0,-2,-2,-2,0,-2,-2,0,0,0,1,4,1,41,0,-2,-2,-2,-2,1,1,1,1,1,5,-2,-2,14,1,0,-2,-2,0,-2,-2,1,6,0,-2,2,1,1,0,0,0,0,0,0,1,1,2,41,1,1,7,2,3,41,1,5,7,41,1,2,1,2,2,-2,-2,-2,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,1,-2,3,5,42,1,0,2,76,64,64,0,-2,-2,-2,-2,0,0,-2,1,1,0,42,1,0,2,-2,-2,-2,78,84,76,-2,-2,0,0,3,0,1,0,0,-2,5,-2,41,3,0,-2,1,3,2,4,0,0,1,0,-9,-9,0,-9,-9,-9,-9,0,-9,-9,-9,0,-9,-9,-9,-9,-9,1,-2,-2,-2,-9,-9,-9,1,33,0,0,1,3,2,2,0,0,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,910,910,910,250,250,4965.4019483973,2486,2965,569,HH,3A,2304,1908,446,185.68176522763642,0.09724613241208567,2.1678107837302143,13.149622024762225,18.94354659387429,5.737521812313055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,5,-2,-2,-2,2697.2187285816085
2307,3,6,MC,B,2,0,-2,1,1,10,1,1,1,4,7,-2,3,2,0,4,7,1,5,0,0,41,2,1,1,4,1,1,6,0,-2,0,-2,-2,1,0,0,1,4,23,2,1,-2,-2,-2,-2,1,2,3,3,1,5,-2,-2,19,6,1,5,3,1,5,4,1,25,1,23,2,1,0,1,1,0,0,0,0,1,4,2,2,1,2,4,2,3,2,1,5,4,2,1,4,1,2,2,-2,-2,-2,-2,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,-2,7,1,2,1,1,3,70,68,68,0,-2,-2,-2,0,0,0,-2,1,1,1,3,1,1,3,-2,-2,-2,72,74,70,-2,0,0,0,4,2,0,0,0,-2,5,-2,3,2,0,-2,2,2,3,3,4,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,-2,-2,0,-2,-2,2,56,1,0,1,2,2,2,0,4,1,0,-2,-2,-2,-2,-2,-2,2,2,0,-2,-2,-2,0,-2,-2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,1670,1670,3590,2170,2170,3104.7113152487345,2205,2177,255,MH,3A,2869,2683,800,446.0485601477546,0.08363167387439369,2.0415853038593266,11.770671867158851,18.185026761060023,4.5511189968856085,100.1508743872347,100.1508743872347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,2517.4003216616265
2308,3,7,MT,A,2,0,-2,0,-2,10,1,1,1,4,4,-2,3,1,1,1,4,1,5,0,1,41,1,2,2,3,1,0,-2,-2,-2,0,-2,-2,0,0,0,1,4,22,41,0,-2,-2,-2,-2,1,2,2,1,1,1,-2,-2,30,4,0,-2,-2,0,-2,-2,1,12,0,-2,1,1,0,1,1,0,1,1,0,0,-2,-2,-2,1,1,21,3,3,2,1,5,20,1,1,1,3,4,4,-2,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2,1,-2,3,1,3,1,0,2,74,60,68,0,-2,-2,-2,-2,0,0,-2,1,1,0,3,1,1,2,-2,-2,-2,78,80,78,-2,-2,0,0,2,1,0,0,0,-2,1,-2,41,3,0,-2,2,14,2,4,0,0,1,0,0,-2,0,0,0,0,0,0,1,-2,1,1,0,0,0,-9,0,1,1,-2,-2,1,-9,-9,2,69,0,0,1,1,3,2,1,5,2,0,-2,-2,-2,-2,-2,-2,3,0,2,0,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,1063,1063,1063,250,250,4723.144616103512,1135,1458,104,MH,4A,4395,3713,1226,590.1828877636515,0.09530120976384396,1.3435525654053757,11.20275445387227,17.737694551964427,3.111876237186742,96.7811014068911,46.09466676332861,36.18450790147779,14.50192674208469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1301.1933170802604
